iter	Passed	Remaining
1015	548002	4845723
1016	548502	4844833
1017	548958	4843557
1018	549329	4841540
1019	549862	4840949
1020	550220	4838813
1021	550805	4838685
1022	551220	4837055
1023	551699	4835990
1024	552123	4834450
1025	552566	4833073
1026	552992	4831550
1027	553479	4830560
1028	553896	4828965
1029	554259	4826898
1030	554674	4825292
1031	555113	4823897
1032	555563	4822593
1033	555925	4820526
1034	556373	4819214
1035	556712	4816958
1036	557094	4815079
1037	557603	4814300
1038	557990	4812462
1039	558349	4810393
1040	558751	4808700
1041	559187	4807295
1042	559559	4805343
1043	559848	4802681
1044	560251	4801011
1045	560727	4799953
1046	561201	4798886
1047	561715	4798162
1048	562073	4796107
1049	562583	4795356
1050	562961	4793473
1051	563384	4791978
1052	563890	4791195
1053	564353	4790046
1054	564766	4788474
1055	565211	4787165
1056	565692	4786171
1057	566171	4785164
1058	566595	4783691
1059	566986	4781939
1060	567450	4780808
1061	567806	4778766
1062	568317	4778041
1063	568694	4776176
1064	569047	4774120
1065	569528	4773140
1066	570008	4772148
1067	570440	4770761
1068	570942	4769956
1069	571419	4768949
1070	571910	4768053
1071	572345	4766701
1072	572726	4764893
1073	573226	4764079
1074	573591	4762142
1075	573944	4760108
1076	574358	4758593
1077	574779	4757127
1078	575128	4755071
1079	575524	4753405
1080	575940	4751909
1081	576333	4750222
1082	576772	4748918
1083	577207	4747589
1084	577576	4745709
1085	577970	4744041
1086	578402	4742690
1087	578907	4741930
1088	579401	4741092
1089	579872	4740057
1090	580287	4738574
1091	580853	4738315
1092	581265	4736811
1093	581786	4736187
1094	582269	4735263
1095	582693	4733851
1096	583214	4733235
1097	583747	4732710
1098	584218	4731691
1099	584618	4730094
1100	585058	4728826
1101	585444	4727119
1102	585852	4725590
1103	586324	4724584
1104	586828	4723839
1105	587265	4722552
1106	587708	4721307
1107	588167	4720201
1108	588620	4719046
1109	589133	4718378
1110	589525	4716737
1111	589942	4715294
1112	590407	4714243
1113	590867	4713153
1114	591278	4711665
1115	591658	4709942
1116	592095	4708673
1117	592540	4707465
1118	592956	4706030
1119	593422	4704995
1120	593907	4704109
1121	594266	4702225
1122	594735	4701220
1123	595133	4699646
1124	595659	4699090
1125	596104	4697897
1126	596501	4696328
1127	597064	4696063
1128	597569	4695341
1129	598057	4694484
1130	598508	4693344
1131	598837	4691249
1132	599276	4690014
1133	599677	4688481
1134	600135	4687400
1135	600626	4686578
1136	601005	4684883
1137	601388	4683218
1138	601749	4681386
1139	602134	4679746
1140	602640	4679046
1141	603052	4677616
1142	603546	4676828
1143	604065	4676230
1144	604369	4673966
1145	604847	4673052
1146	605174	4670979
1147	605636	4669942
1148	606116	4669049
1149	606445	4666991
1150	606776	4664957
1151	607133	4663124
1152	607518	4661506
1153	607970	4660401
1154	608381	4658988
1155	608806	4657682
1156	609200	4656148
1157	609572	4654440
1158	610093	4653870
1159	610502	4652453
1160	610904	4650973
1161	611230	4648927
1162	611600	4647214
1163	612026	4645933
1164	612483	4644888
1165	612944	4643867
1166	613328	4642268
1167	613805	4641378
1168	614237	4640144
1169	614612	4638486
1170	615059	4637368
1171	615503	4636231
1172	616015	4635606
1173	616402	4634046
1174	616841	4632876
1175	617270	4631631
1176	617720	4630540
1177	618253	4630077
1178	618693	4628922
1179	619124	4627689
1180	619611	4626885
1181	620001	4625361
1182	620424	4624076
1183	620841	4622749
1184	621179	4620841
1185	621501	4618811
1186	621918	4617492
1187	622391	4616593
1188	622817	4615345
1189	623244	4614104
1190	623588	4612252
1191	624045	4611238
1192	624436	4609735
1193	624818	4608166
1194	625330	4607559
1195	625618	4605307
1196	625918	4603141
1197	626366	4602069
1198	626633	4599664
1199	627095	4598698
1200	627593	4598000
1201	627949	4596254
1202	628388	4595122
1203	628784	4593679
1204	629218	4592514
1205	629586	4590861
1206	629992	4589499
1207	630308	4587480
1208	630699	4586002
1209	631172	4585127
1210	631534	4583446
1211	631945	4582127
1212	632395	4581085
1213	632769	4579497
1214	633199	4578321
1215	633613	4577021
1216	633993	4575483
1217	634310	4573492
1218	634744	4572349
1219	635259	4571785
1220	635610	4570045
1221	635910	4567936
1222	636387	4567110
1223	636885	4566424
1224	637268	4564925
1225	637680	4563630
1226	638019	4561813
1227	638418	4560430
1228	638888	4559553
1229	639240	4557835
1230	639646	4556510
1231	640099	4555510
1232	640511	4554230
1233	641058	4553907
1234	641477	4552670
1235	641884	4551354
1236	642268	4549874
1237	642705	4548777
1238	643191	4548021
1239	643537	4546282
1240	643903	4544684
1241	644323	4543463
1242	644734	4542189
1243	645170	4541084
1244	645506	4539284
1245	645884	4537776
1246	646378	4537091
1247	646860	4536316
1248	647322	4535400
1249	647686	4533808
1250	648104	4532586
1251	648582	4531785
1252	649020	4530714
1253	649416	4529344
1254	649780	4527750
1255	650178	4526402
1256	650489	4524447
1257	650954	4523567
1258	651420	4522691
1259	651882	4521786
1260	652253	4520257
1261	652633	4518786
1262	653016	4517340
1263	653477	4516436
1264	654022	4516115
1265	654460	4515055
1266	654758	4513026
1267	655241	4512280
1268	655693	4511316
1269	656226	4510913
1270	656606	4509457
1271	657081	4508653
1272	657547	4507788
1273	657959	4506557
1274	658431	4505734
1275	658905	4504930
1276	659362	4504005
1277	659763	4502704
1278	660244	4501947
1279	660603	4500358
1280	661053	4499397
1281	661510	4498475
1282	661893	4497058
1283	662201	4495130
1284	662700	4494504
1285	663039	4492790
1286	663439	4491490
1287	663850	4490268
1288	664301	4489317
1289	664725	4488187
1290	665052	4486396
1291	665445	4485063
1292	665963	4484569
1293	666417	4483637
1294	666885	4482812
1295	667219	4481081
1296	667590	4479599
1297	668011	4478457
1298	668456	4477472
1299	668834	4476048
1300	669271	4475015
1301	669690	4473861
1302	670087	4472566
1303	670491	4471311
1304	670815	4469533
1305	671305	4468860
1306	671750	4467884
1307	672165	4466717
1308	672665	4466108
1309	673092	4465015
1310	673558	4464188
1311	674009	4463259
1312	674413	4462015
1313	674790	4460604
1314	675132	4458952
1315	675618	4458259
1316	675982	4456765
1317	676424	4455779
1318	676828	4454550
1319	677257	4453479
1320	677762	4452916
1321	678201	4451918
1322	678705	4451345
1323	679114	4450152
1324	679539	4449061
1325	679899	4447550
1326	680236	4445887
1327	680661	4444798
1328	680951	4442838
1329	681305	4441292
1330	681740	4440274
1331	682146	4439071
1332	682519	4437655
1333	682894	4436255
1334	683319	4435180
1335	683703	4433837
1336	684128	4432761
1337	684518	4431461
1338	684960	4430503
1339	685422	4429669
1340	685858	4428673
1341	686259	4427449
1342	686691	4426424
1343	687097	4425236
1344	687530	4424221
1345	687883	4422689
1346	688299	4421571
1347	688687	4420268
1348	689156	4419488
1349	689603	4418568
1350	690052	4417663
1351	690519	4416872
1352	691062	4416571
1353	691440	4415208
1354	691822	4413878
1355	692302	4413176
1356	692779	4412450
1357	693227	4411538
1358	693703	4410808
1359	694088	4409501
1360	694447	4408033
1361	694768	4406322
1362	695213	4405399
1363	695699	4404737
1364	696115	4403633
1365	696530	4402524
1366	696858	4400865
1367	697278	4399788
1368	697710	4398783
1369	698211	4398222
1370	698641	4397209
1371	699097	4396366
1372	699548	4395491
1373	700029	4394797
1374	700520	4394172
1375	700921	4392984
1376	701257	4391388
1377	701699	4390456
1378	702157	4389628
1379	702638	4388946
1380	703035	4387737
1381	703431	4386519
1382	703744	4384789
1383	704183	4383845
1384	704637	4382998
1385	705057	4381938
1386	705421	4380530
1387	705888	4379762
1388	706267	4378454
1389	706685	4377383
1390	707001	4375683
1391	707455	4374837
1392	707807	4373365
1393	708192	4372101
1394	708659	4371335
1395	709040	4370043
1396	709494	4369205
1397	709959	4368434
1398	710346	4367183
1399	710686	4365647
1400	711042	4364207
1401	711443	4363046
1402	711875	4362075
1403	712315	4361157
1404	712716	4359996
1405	713101	4358746
1406	713533	4357777
1407	713971	4356851
1408	714506	4356511
1409	714840	4354949
1410	715244	4353814
1411	715655	4352726
1412	716195	4352421
1413	716536	4350904
1414	717003	4350160
1415	717485	4349501
1416	718010	4349106
1417	718468	4348307
1418	718844	4347008
1419	719289	4346132
1420	719632	4344636
1421	720103	4343916
1422	720516	4342843
1423	720990	4342145
1424	721324	4340601
1425	721742	4339565
1426	722088	4338098
1427	722535	4337235
1428	722986	4336401
1429	723388	4335273
1430	723870	4334626
1431	724384	4334164
1432	724882	4333616
1433	725296	4332557
1434	725670	4331269
1435	726082	4330204
1436	726546	4329448
1437	726833	4327641
1438	727196	4326289
1439	727668	4325585
1440	728063	4324422
1441	728472	4323347
1442	729045	4323243
1443	729447	4322130
1444	729947	4321592
1445	730358	4320528
1446	730839	4319880
1447	731255	4318853
1448	731657	4317740
1449	732167	4317264
1450	732621	4316459
1451	733092	4315752
1452	733581	4315155
1453	734045	4314407
1454	734553	4313922
1455	735047	4313355
1456	735469	4312365
1457	735973	4311857
1458	736366	4310698
1459	736810	4309835
1460	737345	4309509
1461	737814	4308793
1462	738114	4307096
1463	738487	4305827
1464	738903	4304807
1465	739326	4303827
1466	739864	4303517
1467	740262	4302395
1468	740774	4301939
1469	741178	4300852
1470	741532	4299477
1471	741932	4298368
1472	742318	4297182
1473	742731	4296152
1474	743294	4295991
1475	743683	4294824
1476	744102	4293828
1477	744475	4292572
1478	745006	4292225
1479	745311	4290577
1480	745752	4289714
1481	746205	4288921
1482	746489	4287155
1483	746896	4286101
1484	747388	4285527
1485	747759	4284269
1486	748146	4283101
1487	748554	4282055
1488	749029	4281390
1489	749519	4280814
1490	749877	4279482
1491	750363	4278881
1492	750751	4277723
1493	751254	4277225
1494	751715	4276481
1495	752212	4275943
1496	752540	4274452
